parish_name,parish_page_title,parish_page_url,overview,services,branch_name,address,phones,email,status,hours,raw_text
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Bridgeport,Lot 670 Portsmouth Avenue,,,,,Lot 670 Portsmouth Avenue
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Bridgeport,St. Catherine,(876) 672-5833,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 1:00 pm,"St. Catherine
(876) 672-5833
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 1:00 pm
Greater Portmore"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,The Civic Centre,1 West Henderson Blvd.,,,,,1 West Henderson Blvd.
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Greater Portmore,St. Catherine,(876) 648-1123,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"St. Catherine
(876) 648-1123
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm
Guy’s Hill"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Guy’s Hill,St. Catherine,(876) 994-3874,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm,"St. Catherine
(876) 994-3874
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Kitson Town"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Kitson Town,St. Catherine,(876) 912-5224,,,"Monday,Wednesday,Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm","St. Catherine
(876) 912-5224
Monday,Wednesday,Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Linstead,9 Begonia Plaza,,,,,9 Begonia Plaza
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Linstead,St. Catherine,(876) 618-0685,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"St. Catherine
(876) 618-0685
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Old Harbour,4 Ascot Drive,,,,,4 Ascot Drive
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Old Harbour,St. Catherine,(876) 648-1227,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 1:00 pm,"St. Catherine
(876) 648-1227
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 1:00 pm
Point Hill"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Point Hill,St. Catherine,,,,"Monday,Wednesday,Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm","St. Catherine
(876) 705- 4559
Monday,Wednesday,Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Riversdale"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Riversdale,St. Catherine,(876) 903-7937,,,"Monday,Wednesday,Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 1:00 pm","St. Catherine
(876) 903-7937
Monday,Wednesday,Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 1:00 pm
Waterford"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Waterford,St. Catherine,(876) 618-0686,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 1:00 pm,"St. Catherine
(876) 618-0686
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 1:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Parish Library,"St. Elizabeth Parish Library, 64 High Street, Black River, St. Elizabeth",(876) 965-2270,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"St. Elizabeth Parish Library
64 High Street, Black River
St. Elizabeth
(876) 965-2270
[email protected]
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Balaclava,"Balaclava P.O., St. Elizabeth",(876) 963-2130,,,Monday - Friday | 10:00 am - 5:00 pm,"Balaclava P.O.
St. Elizabeth
(876) 963-2130
Monday - Friday
10:00 am - 5:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Elderslie,"Elderslie P.O., St. Elizabeth",(876) 383-7615,,,Monday - Friday | 10:00 am - 5:00 pm,"Elderslie P.O.
St. Elizabeth
(876) 383-7615
Monday - Friday
10:00 am - 5:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Junction,"Junction P.O., St. Elizabeth",,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"Junction P.O.
St. Elizabeth
(876) 965- 8894
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Lewisville,"New Market P.O., St. Elizabeth",(876) 812-5690,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm,"New Market P.O.
St. Elizabeth
(876) 812-5690
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Malvern,"Malvern P.O., St. Elizabeth",(876) 966-5211,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm,"Malvern P.O.
St. Elizabeth
(876) 966-5211
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Nain,"Nain P.O., St. Elizabeth",(876) 963-6246,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 1:00 pm,"Nain P.O.
St. Elizabeth
(876) 963-6246
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 1:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Red Bank,St. Elizabeth,(876) 383-7589,,Closed on Saturdays,Monday - Friday | 10:00 am - 5:00 pm | Closed on Saturdays,"Red Bank P.A.
St. Elizabeth
(876) 383-7589
Monday - Friday
10:00 am - 5:00 pm
Closed on Saturdays"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Santa Cruz,"Santa Cruz P.O., St. Elizabeth",(876) 966-2068,,,Monday - Thursday | 9:00 am - 6:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"Santa Cruz P.O.
St. Elizabeth
(876) 966-2068
Monday - Thursday
9:00 am - 6:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Southfield,"Southfield P.O., St. Elizabeth",(876) 965-6980,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"Southfield P.O.
St. Elizabeth
(876) 965-6980
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. Elizabeth Network,St. Elizabeth Parish Library Network,https://www.jls.gov.jm/st-elizabeth-parish-library/,"The St. Elizabeth Parish Library was founded by the late Rev. Walter Lewis, a Presbyterian minister and pioneer in public library development in Jamaica, who saw the need for a library in the thriving logwood town of Black River. A committee of interested persons was set up under the chairmanship of Mrs. Julia Johnston and three months later, on February 5, 1944, the Library became a reality. It began operations in a room above a store in down town Black River, when it was officially opened as the St. Elizabeth Public Library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Warminster,St. Elizabeth,(876) 383-7618,,Closed on Saturdays,Monday - Thursday | 9:00 am - 6:00 pm | Friday | 9:00 am - 4:00 pm | Closed on Saturdays,"Warminster P.A.
St. Elizabeth
(876) 383-7618
Monday - Thursday
9:00 am - 6:00 pm
Friday
9:00 am - 4:00 pm
Closed on Saturdays"
St. James Network,St. James Parish Library Network,https://www.jls.gov.jm/st-james-parish-library/,"The public library service in St. James was established in 1948 (public library - 1944 - 1948) by the late Mrs. R. Leyson Ewen (then Mrs. Joan Crum- Ewing) and a small group of members of the Young Women’s Christian Association (Y.W.C.A.) led by Dr. Sylvia Lowe. The ladies made the decision to collect second-hand books with which to start a library for the public of Montego Bay. A donation of one hundred and fifty (150) books was given to the library by the Y. W. C. A, and within a short period a stock of five hundred (500) books was collected and repaired by the group. The Child Welfare Association made a room available, rent free in its building at 43 Church Street and the Y.W.C.A. again assisted with the loan of furniture. The opening of the St. James Parish Library took place on June 1, 1944, and Y.W.C.A. members served as voluntary librarians. The library remained at the Child Welfare Association building for nine (9) years. The founders of the library played a pivotal role in the library’s development.",ICT Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Parish Library,Megre Bay Road Montego Bay St. James,(876) 952-4185; (876) 940-5694,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"Megre Bay Road Montego Bay St. James
(876) 952-4185-6
(876) 940-5694
[email protected]
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. James Network,St. James Parish Library Network,https://www.jls.gov.jm/st-james-parish-library/,"The public library service in St. James was established in 1948 (public library - 1944 - 1948) by the late Mrs. R. Leyson Ewen (then Mrs. Joan Crum- Ewing) and a small group of members of the Young Women’s Christian Association (Y.W.C.A.) led by Dr. Sylvia Lowe. The ladies made the decision to collect second-hand books with which to start a library for the public of Montego Bay. A donation of one hundred and fifty (150) books was given to the library by the Y. W. C. A, and within a short period a stock of five hundred (500) books was collected and repaired by the group. The Child Welfare Association made a room available, rent free in its building at 43 Church Street and the Y.W.C.A. again assisted with the loan of furniture. The opening of the St. James Parish Library took place on June 1, 1944, and Y.W.C.A. members served as voluntary librarians. The library remained at the Child Welfare Association building for nine (9) years. The founders of the library played a pivotal role in the library’s development.",ICT Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Anchovy,Anchovy P.O. St. James,(876) 956-4078,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"Anchovy P.O. St. James
(876) 956-4078
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. James Network,St. James Parish Library Network,https://www.jls.gov.jm/st-james-parish-library/,"The public library service in St. James was established in 1948 (public library - 1944 - 1948) by the late Mrs. R. Leyson Ewen (then Mrs. Joan Crum- Ewing) and a small group of members of the Young Women’s Christian Association (Y.W.C.A.) led by Dr. Sylvia Lowe. The ladies made the decision to collect second-hand books with which to start a library for the public of Montego Bay. A donation of one hundred and fifty (150) books was given to the library by the Y. W. C. A, and within a short period a stock of five hundred (500) books was collected and repaired by the group. The Child Welfare Association made a room available, rent free in its building at 43 Church Street and the Y.W.C.A. again assisted with the loan of furniture. The opening of the St. James Parish Library took place on June 1, 1944, and Y.W.C.A. members served as voluntary librarians. The library remained at the Child Welfare Association building for nine (9) years. The founders of the library played a pivotal role in the library’s development.",ICT Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Cambridge,Cambridge P.O. St. James,(876) 912-2452,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 1:00 pm,"Cambridge P.O. St. James
(876) 912-2452
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 1:00 pm"
St. James Network,St. James Parish Library Network,https://www.jls.gov.jm/st-james-parish-library/,"The public library service in St. James was established in 1948 (public library - 1944 - 1948) by the late Mrs. R. Leyson Ewen (then Mrs. Joan Crum- Ewing) and a small group of members of the Young Women’s Christian Association (Y.W.C.A.) led by Dr. Sylvia Lowe. The ladies made the decision to collect second-hand books with which to start a library for the public of Montego Bay. A donation of one hundred and fifty (150) books was given to the library by the Y. W. C. A, and within a short period a stock of five hundred (500) books was collected and repaired by the group. The Child Welfare Association made a room available, rent free in its building at 43 Church Street and the Y.W.C.A. again assisted with the loan of furniture. The opening of the St. James Parish Library took place on June 1, 1944, and Y.W.C.A. members served as voluntary librarians. The library remained at the Child Welfare Association building for nine (9) years. The founders of the library played a pivotal role in the library’s development.",ICT Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Chatham,Chatham P.A. St. James,(876) 605-2131 /876 520,,Closed,Monday - Thursday | 11:30 am - 5:00 pm | Friday | 11:30 am - 4:00 pm | Saturday | Closed,"Chatham P.A. St. James
(876) 605-2131 /876 520-3924
Monday - Thursday
11:30 am - 5:00 pm
Friday
11:30 am - 4:00 pm
Saturday
Closed"
St. James Network,St. James Parish Library Network,https://www.jls.gov.jm/st-james-parish-library/,"The public library service in St. James was established in 1948 (public library - 1944 - 1948) by the late Mrs. R. Leyson Ewen (then Mrs. Joan Crum- Ewing) and a small group of members of the Young Women’s Christian Association (Y.W.C.A.) led by Dr. Sylvia Lowe. The ladies made the decision to collect second-hand books with which to start a library for the public of Montego Bay. A donation of one hundred and fifty (150) books was given to the library by the Y. W. C. A, and within a short period a stock of five hundred (500) books was collected and repaired by the group. The Child Welfare Association made a room available, rent free in its building at 43 Church Street and the Y.W.C.A. again assisted with the loan of furniture. The opening of the St. James Parish Library took place on June 1, 1944, and Y.W.C.A. members served as voluntary librarians. The library remained at the Child Welfare Association building for nine (9) years. The founders of the library played a pivotal role in the library’s development.",ICT Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Hopeton,Hopeton P.O. St. James,(876) 940-1760,,Closed,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | Closed,"Hopeton P.O. St. James
(876) 940-1760
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
Closed"
St. James Network,St. James Parish Library Network,https://www.jls.gov.jm/st-james-parish-library/,"The public library service in St. James was established in 1948 (public library - 1944 - 1948) by the late Mrs. R. Leyson Ewen (then Mrs. Joan Crum- Ewing) and a small group of members of the Young Women’s Christian Association (Y.W.C.A.) led by Dr. Sylvia Lowe. The ladies made the decision to collect second-hand books with which to start a library for the public of Montego Bay. A donation of one hundred and fifty (150) books was given to the library by the Y. W. C. A, and within a short period a stock of five hundred (500) books was collected and repaired by the group. The Child Welfare Association made a room available, rent free in its building at 43 Church Street and the Y.W.C.A. again assisted with the loan of furniture. The opening of the St. James Parish Library took place on June 1, 1944, and Y.W.C.A. members served as voluntary librarians. The library remained at the Child Welfare Association building for nine (9) years. The founders of the library played a pivotal role in the library’s development.",ICT Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Maroon Town,"Maroon Town P.O. St. James, Montego Bay St. James",(876) 912-5224; (876) 979-1473,,Closed,Monday - Thursday | 11:30 am - 5:00 pm | Friday | 11:30 am - 4:00 pm | Saturday | Closed | 9:00 am - 5:00 pm | 9:00 am - 4:00 pm | 9:00 am - 1:00 pm,"Maroon Town P.O. St. James
(876) 912-5224
Monday - Thursday
11:30 am - 5:00 pm
Friday
11:30 am - 4:00 pm
Saturday
Closed
Mt. Salem
Montego Bay St. James
(876) 979-1473
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 1:00 pm"
